payment_id,payment_order_id,payment_amount,payment_fee,payment_method,payment_status
5408300,92281001,25.8,0.39,ONLINE,PAID
5408301,92281001,10,0,VOUCHER,PAID
5408302,92281015,94.5,1.42,ONLINE,PAID
5408303,92281031,176.8,3.54,ONLINE,PAID
5408304,92281040,309.6,6.19,ONLINE,PAID
5408322,92281267,211.5,5.71,ONLINE,PAID
5408330,92281409,208.8,3.13,ONLINE,PAID
5408331,92281420,67.8,1.02,ONLINE,PAID
5408332,92281441,46.3,0.65,ONLINE,PAID
5408336,92281457,92.2,1.38,ONLINE,PAID
5408337,92281457,35.4,0,VOUCHER,PAID
5408339,92281502,83.6,2.26,ONLINE,PAID
5408341,92281522,178,2.31,ONLINE,PAID
5408342,92281553,153.6,2.3,ONLINE,PAID
5408343,92281569,126.7,3.42,ONLINE,PAID
5408350,92281613,105.5,2.85,ONLINE,PAID
5408354,92281625,338.06,5.07,ONLINE,PAID
5408356,92281655,205.55,5.55,ONLINE,PAID
5408357,92281673,30,0.39,ONLINE,PAID
5408360,92281701,45.8,0.69,ONLINE,PAID
5408361,92281745,111.9,1.57,ONLINE,PAID
5408365,92281781,71.8,1.94,ONLINE,PAID
5408370,92281826,21.6,0.32,ONLINE,PAID
5408374,92281829,121.8,3.29,ONLINE,PAID
5408379,92282037,100.8,2.72,ONLINE,PAID
5408380,92282037,10,0,VOUCHER,PAID
5408381,92282039,24.9,0.37,ONLINE,PAID
5408384,92282042,256.6,6.93,ONLINE,PAID
5408387,92282085,185,5,ONLINE,PAID
5408390,92282106,74.32,1.11,ONLINE,PAID
5408391,92282106,5,0,VOUCHER,PAID
5408392,92282111,20,0,VOUCHER,CHARGEBACK
5408393,92282134,66.4,1.79,ONLINE,PAID
5408395,92282203,10,0,VOUCHER,PAID
5408399,92282246,57.3,1.55,ONLINE,PAID
5408400,92282271,299.8,4.5,ONLINE,PAID
5408406,92282282,253.4,6.84,ONLINE,PAID
5408409,92282326,196.6,5.31,ONLINE,PAID
5408410,92282329,19.9,0.3,ONLINE,PAID
5408411,92282329,5,0,VOUCHER,PAID
5408413,92282332,71.5,1.07,ONLINE,PAID
5408414,92282380,106.3,2.87,ONLINE,PAID
5408419,92282460,262.8,3.94,ONLINE,PAID
5408421,92282504,26,0.39,ONLINE,PAID
5408422,92282537,54,0.81,ONLINE,PAID
5408423,92282537,8,0,VOUCHER,PAID
5408424,92282584,75,0.98,ONLINE,PAID
5408425,92282592,121.2,3.27,ONLINE,PAID
5408426,92282626,106.9,1.6,ONLINE,PAID
5408427,92282626,9.9,0,VOUCHER,PAID
5408428,92282639,183.9,2.76,ONLINE,PAID
5408429,92282661,104.25,2.81,ONLINE,PAID
5408431,92282727,73,0.95,ONLINE,PAID
5408432,92282746,143.7,2.16,ONLINE,PAID
5408433,92282745,47.8,0.72,ONLINE,PAID
5408435,92282762,34.9,0.52,ONLINE,PAID
5408439,92282784,10,0,VOUCHER,CHARGEBACK
5408440,92282791,71.4,1.93,ONLINE,PAID
5408441,92282790,134.25,3.62,ONLINE,PAID
5408442,92282834,5,0,VOUCHER,PAID
5408443,92282840,38.4,0.38,ONLINE,PAID
5408444,92282841,167.6,4.53,ONLINE,PAID
5408446,92282848,9.9,0,VOUCHER,PAID
5408447,92282848,43.7,0.87,ONLINE,PAID
5408448,92282886,143.7,3.88,ONLINE,PAID
5408449,92282903,15.9,0.24,ONLINE,PAID
5408450,92282903,10,0,VOUCHER,PAID
5408451,92282923,68.8,1.86,ONLINE,PAID
5408462,92283026,114.4,3.09,ONLINE,PAID
5408463,92283027,99.3,2.68,ONLINE,PAID
5408464,92283037,25.89,0.39,ONLINE,PAID
5408465,92283037,10,0,VOUCHER,PAID
5408467,92283103,329.7,8.9,ONLINE,PAID
5408471,92283207,24.9,0.37,ONLINE,PAID
5408474,92283232,46.1,0.69,ONLINE,PAID
5408475,92283234,229.8,4.6,VOUCHER_STORE,PAID
5408476,92283243,85.39,1.71,ONLINE,PAID
5408477,92283250,80.97,1.62,ONLINE,PAID
5408478,92283277,30.8,0.46,ONLINE,PAID
5408482,92283319,211.8,5.72,ONLINE,PAID
5408486,92283345,122.7,1.84,ONLINE,PAID
5408496,92283399,317.04,4.76,ONLINE,PAID
5408502,92283450,51.9,0.78,ONLINE,PAID
5408505,92283549,34.8,0.52,ONLINE,PAID
5408511,92272992,36.9,0.55,CREDIT,PAID
5408520,92283737,43.9,0.66,ONLINE,PAID
5408523,92283740,176.4,4.76,ONLINE,PAID
5408527,92283797,166.05,4.48,ONLINE,PAID
5408530,92283844,70.8,1.91,ONLINE,PAID
5408532,92283896,168.4,2.53,ONLINE,PAID
5408533,92283898,188.65,5.09,ONLINE,PAID
5408538,92283954,64.8,0.97,ONLINE,PAID
5408541,92284022,44.4,0.67,ONLINE,PAID
5408542,92284022,15,0,VOUCHER,PAID
5408543,92284055,131.7,3.56,ONLINE,PAID
5408544,92284057,27.79,0.42,ONLINE,PAID
5408545,92284057,10,0,VOUCHER,PAID
5408551,92284090,74.9,1.12,ONLINE,PAID
5408552,92284090,5,0,VOUCHER,PAID
5408553,92284089,201.8,5.45,ONLINE,PAID
5408556,92284228,191.2,5.16,ONLINE,PAID
5408557,92284229,159.3,4.3,ONLINE,PAID
5408558,92284243,54.7,0.82,ONLINE,PAID
5408559,92284354,53.8,0.81,ONLINE,PAID
5408560,92284381,170.9,2.56,ONLINE,PAID
5408561,92284381,20,0,VOUCHER,PAID
5408564,92284434,144,3.89,ONLINE,PAID
5408565,92284445,39.9,0.6,ONLINE,PAID
5408567,92284491,222,5.99,ONLINE,PAID
5408568,92284492,126.7,3.42,ONLINE,PAID
5408575,92284581,44.7,0.67,ONLINE,PAID
5408577,92284587,119.6,1.79,ONLINE,PAID
5408583,92284780,45.9,0.69,ONLINE,PAID
5408586,92284859,198.45,2.98,ONLINE,PAID
5408587,92284860,10.9,0.16,ONLINE,PAID
5408588,92284860,8,0,VOUCHER,PAID
5408589,92284904,85.6,1.28,ONLINE,PAID
5408591,92284911,85.7,1.2,ONLINE,PAID
5408592,92284966,204.15,5.51,ONLINE,PAID
5408596,92285023,159.8,4.31,ONLINE,PAID
5408597,92285040,215.04,3.23,ONLINE,PAID
5408598,92285061,50.88,0.76,ONLINE,PAID
5408599,92285061,10,0,VOUCHER,PAID
5408600,92285063,74.6,1.04,ONLINE,PAID
5408601,92285102,231,6.24,ONLINE,PAID
5408602,92285108,148.8,2.23,ONLINE,PAID
5408605,92285218,178.9,2.68,ONLINE,PAID
5408606,92285267,188.2,5.08,ONLINE,PAID
5408611,92285318,99.45,1.49,ONLINE,PAID
5408617,92285432,97.9,2.64,ONLINE,PAID
5408620,92285486,60.73,0.91,ONLINE,PAID
5408621,92285486,8,0,VOUCHER,PAID
5408622,92285488,54.4,1.47,ONLINE,PAID
5408623,92285490,178.65,4.82,ONLINE,PAID
5408626,92285553,96.8,2.61,ONLINE,PAID
5408627,92285601,196.8,2.93,ONLINE,PAID
5408633,92285643,28.79,0.43,ONLINE,PAID
5408634,92285643,10,0,VOUCHER,PAID
5408635,92285689,101.3,2.74,ONLINE,PAID
5408650,92285865,246.04,3.69,ONLINE,PAID
5408654,92286058,568.08,8.52,ONLINE,PAID
5408656,92286233,165.5,4.47,ONLINE,PAID
5408657,92286237,83.5,1.25,ONLINE,PAID
5408658,92286237,5,0,VOUCHER,PAID
5408661,92286394,31.9,0.48,ONLINE,PAID
5408663,92286466,174.95,4.72,ONLINE,PAID
5408664,92286475,205.6,5.55,ONLINE,PAID
5408665,92286551,188.6,5.09,ONLINE,PAID
5408670,92286642,336.1,9.07,ONLINE,PAID
5408673,92286726,44.9,0.67,ONLINE,PAID
5408674,92286759,149.35,4.03,ONLINE,PAID
5408676,92286765,176.9,2.65,ONLINE,PAID
5408677,92286791,16.9,0.25,ONLINE,PAID
5408678,92286791,10,0,VOUCHER,PAID
5408681,92286810,34.9,0.52,ONLINE,PAID
5408686,92286817,134.25,3.62,ONLINE,PAID
5408687,92286818,96.3,2.6,ONLINE,PAID
5408688,92286837,61.3,0.92,ONLINE,PAID
5408702,92287020,122,1.83,ONLINE,PAID
5408704,92287029,327.55,8.84,ONLINE,PAID
5408707,92287069,142.7,3.85,ONLINE,PAID
5408709,92287075,5,0,VOUCHER,PAID
5408710,92287106,145,1.89,ONLINE,PAID
5408712,92287142,91.2,1.37,ONLINE,PAID
5408713,92287160,106.57,1.6,ONLINE,PAID
5408714,92287160,10,0,VOUCHER,PAID
5408723,92287299,130.5,1.96,ONLINE,PAID
5408724,92287313,179.9,4.86,ONLINE,PAID
5408740,92287450,195.5,5.28,ONLINE,PAID
5408742,92287461,25.8,0.39,ONLINE,PAID
5408743,92287477,151.3,4.09,ONLINE,PAID
5408749,92287529,124.25,3.35,ONLINE,PAID
5408751,92287569,241.7,6.53,ONLINE,PAID
5408754,92287613,87.74,1.75,ONLINE,PAID
5408755,92287614,264.5,7.14,ONLINE,PAID
5408756,92287615,241.6,6.52,ONLINE,PAID
5408757,92287616,72.7,1.09,ONLINE,PAID
5408758,92287617,61.43,0.92,ONLINE,PAID
5408759,92287617,10,0,VOUCHER,PAID
5408760,92287618,209.6,5.66,ONLINE,PAID
5408762,92287625,46.2,0.69,ONLINE,PAID
5408764,92287649,73.7,1.11,ONLINE,PAID
5408765,92287649,5,0,VOUCHER,PAID
5408766,92287668,122.7,3.31,ONLINE,PAID
5408769,92287670,64,0.96,ONLINE,PAID
5408773,92287708,111.5,1.67,ONLINE,PAID
5408778,92287777,187.75,5.07,ONLINE,PAID
5408779,92287793,62.69,0.94,ONLINE,PAID
5408780,92287793,10,0,VOUCHER,PAID
5408786,92287859,103.7,2.8,ONLINE,PAID
5408788,92287862,12.89,0.19,ONLINE,PAID
5408793,92288028,121.8,3.29,ONLINE,PAID
5408794,92288029,414.05,6.21,ONLINE,PAID
5408799,92288071,79.88,1.2,ONLINE,PAID
5408800,92288071,10,0,VOUCHER,PAID
5408802,92288146,20.6,0.31,ONLINE,PAID
5408803,92288146,8,0,VOUCHER,PAID
5408804,92288152,22.9,0.34,ONLINE,PAID
5408805,92288155,30,0.39,ONLINE,PAID
5408806,92288160,59.8,0.9,ONLINE,PAID
5408809,92288173,79.8,1.2,ONLINE,PAID
5408810,92288199,64.9,0.97,ONLINE,PAID
5408811,92288260,40.3,0.6,ONLINE,PAID
5408812,92288274,75.91,1.14,ONLINE,PAID
5408816,92288344,196.4,5.3,ONLINE,PAID
5408817,92288346,95.7,1.44,ONLINE,PAID
5408819,92288454,136.04,2.04,ONLINE,PAID
5408821,92288478,58.7,0.88,ONLINE,PAID
5408822,92288488,10,0.15,ONLINE,CHARGEBACK
5408828,92288603,242.7,6.55,ONLINE,PAID
5408830,92288608,60.31,0.9,ONLINE,PAID
5408831,92288608,5,0,VOUCHER,PAID
5408833,92288618,23.9,0.36,ONLINE,PAID
5408834,92288618,10,0,VOUCHER,PAID
5408835,92288626,195.95,5.29,ONLINE,PAID
5408836,92288626,10,0,VOUCHER,PAID
5408844,92288709,134.3,3.63,ONLINE,PAID
5408849,92288765,216.6,5.85,ONLINE,PAID
5408850,92288766,242.4,6.54,ONLINE,PAID
5408859,92288903,120,1.68,ONLINE,PAID
5408861,92288909,267.2,7.21,ONLINE,PAID
5408862,92288964,61.3,0.92,ONLINE,PAID
5408863,92288967,89.35,2.41,ONLINE,PAID
5408864,92288970,110.8,2.99,ONLINE,PAID
5408865,92288979,16.9,0.25,ONLINE,PAID
5408866,92288979,10,0,VOUCHER,PAID
5408867,92288983,121.8,3.29,ONLINE,PAID
5408869,92288995,80.99,1.62,ONLINE,PAID
5408872,92289133,117.1,1.64,ONLINE,PAID
5408873,92289139,42.9,0.64,ONLINE,PAID
5408876,92289241,90.7,1.36,ONLINE,PAID
5408877,92280985,29.9,0.45,DEBIT,PAID
5408878,92289307,50.9,1.37,ONLINE,PAID
5408880,92289310,303.35,8.19,ONLINE,PAID
5408881,92289311,84.4,1.27,ONLINE,PAID
5408889,92289554,43.25,0.61,ONLINE,PAID
5408890,92289559,129.3,3.49,ONLINE,PAID
5408892,92280306,29.9,0.45,DEBIT,PAID
5408893,92289637,71.8,1.94,ONLINE,PAID
5408894,92289646,37,0.56,STORE_DIRECT_PAYMENT,PAID
5408898,92269868,100.9,1.51,CREDIT,PAID
5408900,92289704,108.7,2.93,ONLINE,PAID
5408901,92289739,116.3,3.14,ONLINE,PAID
5408904,92289748,69.8,1.05,ONLINE,PAID
5408905,92289801,91.8,2.48,ONLINE,PAID
5408909,92289809,71.9,1.94,ONLINE,PAID
5408911,92289904,25.79,0.39,ONLINE,PAID
5408912,92289904,20,0,VOUCHER,PAID
5408914,92289922,117.79,1.77,ONLINE,PAID
5408917,92289925,218.3,5.89,ONLINE,PAID
5408918,92289954,36.9,0.55,ONLINE,PAID
5408919,92289961,29.9,0.45,ONLINE,PAID
5408926,92290085,293.45,7.92,ONLINE,PAID
5408927,92290100,27.3,0.41,ONLINE,PAID
5408929,92290135,244.05,3.66,ONLINE,PAID
5408930,92290177,99.7,2.69,ONLINE,PAID
5408934,92275573,38.4,0,MEAL_BENEFIT,PAID
5408935,92290253,137.8,3.72,ONLINE,PAID
5408936,92290255,128.7,3.47,ONLINE,PAID
5408939,92290274,122.9,1.84,ONLINE,PAID
5408944,92290301,67.9,1.02,ONLINE,PAID
5408945,92290325,37.7,0.49,ONLINE,PAID
5408946,92290344,121.8,3.29,ONLINE,PAID
5408954,92290414,152.05,2.27,ONLINE,PAID
5408965,92290542,86.05,1.29,ONLINE,PAID
5408967,92290544,80.6,1.21,ONLINE,PAID
5408968,92290544,12,0,VOUCHER,PAID
5408972,92290576,837,12.56,VOUCHER_STORE,PAID
5408973,92290581,39.9,0.6,ONLINE,PAID
5408976,92290597,75.7,1.14,ONLINE,PAID
5408981,92290657,66.4,1.79,ONLINE,PAID
5408986,92276928,277.9,4.17,CREDIT,PAID
5408987,92290693,91.8,2.48,ONLINE,PAID
5408990,92290764,171.8,4.64,ONLINE,PAID
5408991,92290767,24.38,0.37,ONLINE,PAID
5408992,92290767,5,0,VOUCHER,PAID
5409000,92281452,87.85,1.32,DEBIT,PAID
5409010,92280505,39.9,0.6,DEBIT,PAID
5409012,92290951,135.15,3.65,ONLINE,PAID
5409013,92290952,493.3,13.32,ONLINE,PAID
5409018,92290973,50.5,0.66,ONLINE,PAID
5409019,92290996,146.75,3.96,ONLINE,PAID
5409023,92291002,121.8,3.29,ONLINE,PAID
5409024,92291004,43.8,0.66,ONLINE,PAID
5409025,92291004,10,0,VOUCHER,PAID
5409026,92291051,72.9,1.09,ONLINE,PAID
5409028,92291093,89.3,2.41,ONLINE,PAID
5409029,92291095,43,0.65,ONLINE,PAID
5409030,92291106,200.5,5.41,ONLINE,PAID
5409031,92284679,27.39,0,ONLINE,PAID
5409032,92291145,62.8,0.94,ONLINE,PAID
5409033,92291150,385.04,5.78,ONLINE,PAID
5409034,92291155,59.8,0.9,ONLINE,PAID
5409039,92291291,89.9,2.43,ONLINE,PAID
5409040,92291292,347.65,9.39,ONLINE,PAID
5409041,92291306,91,1.37,ONLINE,PAID
5409042,92291315,80.3,1.12,ONLINE,PAID
5409043,92291323,28.8,0.43,ONLINE,PAID
5409044,92291323,10,0,VOUCHER,PAID
5409051,92291362,185.02,2.78,ONLINE,PAID
5409052,92291368,33.8,0.51,ONLINE,PAID
5409053,92291382,63.6,0.95,ONLINE,PAID
5409054,92291388,124.3,3.36,ONLINE,PAID
5409055,92291389,149.8,4.04,ONLINE,PAID
5409056,92291393,89.6,1.25,ONLINE,PAID
5409057,92291394,17,0.26,ONLINE,PAID
5409058,92291395,284.5,7.68,ONLINE,PAID
5409059,92291406,137.8,1.93,ONLINE,PAID
5409060,92291417,64.7,0.97,ONLINE,PAID
5409061,92291425,39.8,0.6,ONLINE,PAID
5409073,92291607,110.02,1.65,ONLINE,PAID
5409083,92291768,91.8,2.48,ONLINE,PAID
5409084,92291769,121.8,3.29,ONLINE,PAID
5409087,92291826,132.2,3.57,ONLINE,PAID
5409088,92291851,25.8,0.39,ONLINE,PAID
5409089,92291864,22.9,0.34,ONLINE,PAID
5409091,92291875,16.8,0.25,ONLINE,PAID
5409092,92291888,99.2,2.68,ONLINE,PAID
5409093,92280860,64,0.96,DEBIT,PAID
5409095,92291915,97.9,1.47,ONLINE,PAID
5409096,83373797,88.2,1.32,PAYMENT_LINK,PAID
5409097,92291957,134.25,3.62,ONLINE,PAID
5409098,92291992,37.8,0.57,ONLINE,PAID
5409104,92292036,85.6,1.28,ONLINE,PAID
5409108,92292215,114.7,1.72,ONLINE,PAID
5409109,92292261,169.4,2.54,ONLINE,PAID
5409116,92292314,286.2,7.73,ONLINE,PAID
5409117,92292316,250.95,6.78,ONLINE,PAID
5409121,92292397,51.35,0.77,ONLINE,PAID
5409122,92292397,13.45,0,VOUCHER,PAID
5409123,92292424,267.55,7.22,ONLINE,PAID
5409124,92292428,192.2,5.19,ONLINE,PAID
5409127,92292447,83.3,1.25,ONLINE,PAID
5409131,92292476,98.6,2.66,ONLINE,PAID
5409137,92292503,164.15,4.43,ONLINE,PAID
5409138,92284056,93.4,1.4,CREDIT,PAID
5409139,92292522,91.8,2.48,ONLINE,PAID
5409145,92292563,174.1,4.7,ONLINE,PAID
5409158,92292726,123.7,3.34,ONLINE,PAID
5409160,92292759,331.8,8.96,ONLINE,PAID
5409164,92292818,128,1.66,ONLINE,PAID
5409166,92292827,190.75,5.15,ONLINE,PAID
5409167,92292874,10.3,0.15,ONLINE,PAID
5409168,92292874,16,0,VOUCHER,PAID
5409171,92280983,24.9,0,MEAL_BENEFIT,PAID
5409172,92292936,226.7,6.12,ONLINE,PAID
5409176,92293000,51.7,0.78,ONLINE,PAID
5409187,92293290,237.2,4.74,ONLINE,PAID
5409189,92293306,69.8,1.4,ONLINE,PAID
5409191,92293336,96.6,1.45,ONLINE,PAID
5409192,92274319,72.75,1.09,DEBIT,PAID
5409196,92293418,197.7,5.34,ONLINE,PAID
5409197,92293419,124.25,3.35,ONLINE,PAID
5409198,92293427,251.6,6.79,ONLINE,PAID
5409200,92293448,202.1,5.46,ONLINE,PAID
5409201,92293449,166.9,2.5,ONLINE,PAID
5409202,92293456,61.8,1.67,ONLINE,PAID
5409203,92293456,30,0,VOUCHER,PAID
5409205,92293476,167.95,4.53,ONLINE,PAID
5409209,92293566,134.3,3.63,ONLINE,PAID
5409214,92293622,361.21,5.42,ONLINE,PAID
5409215,92293636,65.8,0.99,ONLINE,PAID
5409216,92293637,64.4,0.96,ONLINE,PAID
5409220,92293640,90.3,2.44,ONLINE,PAID
5409221,92293670,108.8,1.63,ONLINE,PAID
5409222,92293682,50.7,0.76,ONLINE,PAID
5409223,92293682,10,0,VOUCHER,PAID
5409225,92293688,90.8,1.36,ONLINE,PAID
5409226,92293726,132.6,1.99,ONLINE,PAID
5409229,92293806,201.65,5.44,ONLINE,PAID
5409235,92293917,201.75,5.45,ONLINE,PAID
5409236,92293919,109.1,1.64,ONLINE,PAID
5409237,92293939,28.79,0.43,ONLINE,PAID
5409238,92293939,10,0,VOUCHER,PAID
5409242,92293991,93.7,1.41,ONLINE,PAID
5409246,92294043,147.1,2.21,ONLINE,PAID
5409247,92294043,12,0,VOUCHER,PAID
5409250,92294094,199.65,5.39,ONLINE,PAID
5409251,92294107,284.9,4.27,ONLINE,PAID
5409252,92294116,25.89,0.39,ONLINE,PAID
5409253,92294116,10,0,VOUCHER,PAID
5409254,92294143,289.04,4.34,ONLINE,PAID
5409255,92294146,152.8,2.29,ONLINE,PAID
5409256,92294147,7.5,0.11,ONLINE,PAID
5409257,92294147,10,0,VOUCHER,PAID
5409258,92294152,61.14,0.92,ONLINE,PAID
5409264,92294160,179.75,4.85,ONLINE,PAID
5409266,92294170,141.7,2.13,ONLINE,PAID
5409269,92280471,44.3,0.62,CREDIT,PAID
5409275,92278620,203,3.05,PAYMENT_LINK,PAID
5409276,92275098,106.9,1.5,DEBIT_STORE,PAID
5409278,92294323,121.8,3.29,ONLINE,PAID
5409279,92294327,97.75,2.64,ONLINE,PAID
5409280,92294400,15.99,0.24,ONLINE,PAID
5409281,92294400,9.01,0,VOUCHER,PAID
5409282,92272537,83.7,0,MEAL_BENEFIT,PAID
5409285,92294443,174.2,4.7,ONLINE,PAID
5409287,92294447,111.8,3.02,ONLINE,PAID
5409288,92294451,76.6,1.07,ONLINE,PAID
5409291,92294468,113.8,1.71,ONLINE,PAID
5409292,92294468,12,0,VOUCHER,PAID
5409296,92294540,36,0.54,ONLINE,PAID
5409301,92294599,98.6,1.47,ONLINE,PAID
5409302,92294600,80.8,1.21,ONLINE,PAID
5409305,92294674,41.2,0.58,ONLINE,PAID
5409306,92294681,85,1.28,ONLINE,PAID
5409307,92294688,174.7,2.62,ONLINE,PAID
5409311,92294702,228.65,6.17,ONLINE,PAID
5409313,92294718,57,0.86,ONLINE,PAID
5409314,92294729,20.9,0.31,ONLINE,PAID
5409315,92271405,46.3,0,MEAL_BENEFIT,PAID
5409322,92294765,134.8,3.64,ONLINE,PAID
5409323,92294765,10,0,VOUCHER,PAID
5409324,92294766,129.3,1.93,ONLINE,PAID
5409326,92294773,186.5,2.8,ONLINE,PAID
5409327,92278118,156.6,0,MEAL_BENEFIT,PAID
5409329,92294793,51.8,0.78,ONLINE,PAID
5409333,92294822,107.8,1.62,ONLINE,PAID
5409334,92294830,53.39,0.8,ONLINE,PAID
5409340,92294910,121.8,3.29,ONLINE,PAID
5409341,92276045,154,0,MEAL_BENEFIT,PAID
5409342,92294953,12,0,VOUCHER,PAID
5409343,92294957,90.4,2.44,ONLINE,PAID
5409349,92295021,68.4,1.85,ONLINE,PAID
5409351,92295064,39.9,0.6,ONLINE,PAID
5409353,92295123,111.7,3.02,ONLINE,PAID
5409356,92269752,22.8,0.34,DEBIT_STORE,PAID
5409358,92295156,17.8,0.27,ONLINE,PAID
5409359,92295156,12,0,VOUCHER,PAID
5409360,92295167,49.8,0.75,ONLINE,PAID
5409361,92295186,341.9,5.13,ONLINE,PAID
5409362,92295187,51.8,1.4,ONLINE,PAID
5409363,92295188,190.5,5.14,ONLINE,PAID
5409374,92295279,27.9,0.42,ONLINE,PAID
5409375,92295295,120.5,3.25,ONLINE,PAID
5409376,92295296,10.9,0.16,ONLINE,PAID
5409377,92295296,20,0,VOUCHER,PAID
5409380,92295381,166.2,4.49,ONLINE,PAID
5409381,92295395,74.1,0.96,ONLINE,PAID
5409385,92295420,55.79,0,ONLINE,PAID
5409389,92295461,99.2,2.68,ONLINE,PAID
5409390,92295462,93.9,2.54,ONLINE,PAID
5409391,92295479,65.4,0.98,ONLINE,PAID
5409392,92295491,68.74,1.03,ONLINE,PAID
5409393,92295491,5,0,VOUCHER,PAID
5409396,92295543,166.3,4.49,ONLINE,PAID
5409399,92295579,76.7,2.07,ONLINE,PAID
5409400,92295580,151.7,4.1,ONLINE,PAID
5409402,92295583,64.8,0.97,ONLINE,PAID
5409405,92295619,112.7,3.04,ONLINE,PAID
5409411,92295659,150.6,4.07,ONLINE,PAID
5409412,92295690,123.9,3.35,ONLINE,PAID
5409413,92295721,10,0,VOUCHER,CHARGEBACK
5409414,92295787,101.7,2.75,ONLINE,PAID
5409415,92295788,71.4,1.93,ONLINE,PAID
5409418,92295807,48.9,0.73,ONLINE,PAID
5409420,92295838,40.3,0.6,ONLINE,PAID
5409426,92295868,226.6,6.12,ONLINE,PAID
5409429,92295912,161.7,4.37,ONLINE,PAID
5409432,92295947,36.4,0.55,ONLINE,PAID
5409433,92295961,239.8,3.6,ONLINE,PAID
5409436,92296015,37.9,0.57,ONLINE,PAID
5409437,92296015,5,0,VOUCHER,PAID
5409439,92296042,30.2,0.42,ONLINE,PAID
5409443,92296071,288.98,5.78,ONLINE,PAID
5409444,92296077,333.3,9,ONLINE,PAID
5409448,92296097,97.9,2.64,ONLINE,PAID
5409449,92296165,96.7,1.45,ONLINE,PAID
5409452,92296200,126.7,3.42,ONLINE,PAID
5409454,92286203,137.8,2.07,DEBIT,PAID
5409455,92296225,24.9,0.37,ONLINE,PAID
5409457,92296245,46.3,0.65,ONLINE,PAID
5409458,92296244,241.7,6.53,ONLINE,PAID
5409460,92296289,100.79,1.51,ONLINE,PAID
5409463,92296324,95.5,1.34,ONLINE,PAID
5409464,92296324,10,0,VOUCHER,PAID
5409467,92296330,116.7,3.15,ONLINE,PAID
5409468,92296346,16.9,0.25,ONLINE,PAID
5409469,92296346,10,0,VOUCHER,PAID
5409473,92296383,10,0,VOUCHER,PAID
5409480,92296498,182.5,4.93,ONLINE,PAID
5409481,92296507,86.8,1.3,ONLINE,PAID
5409487,92296613,44,0.66,ONLINE,PAID
5409488,92296613,20,0,VOUCHER,PAID
5409492,92296653,49.8,0.75,ONLINE,PAID
5409493,92296652,39.8,0.8,ONLINE,PAID
5409494,92296657,83.85,2.26,ONLINE,PAID
5409495,92296661,149.2,4.03,ONLINE,PAID
5409497,92296779,43.9,0.57,ONLINE,PAID
5409498,92296786,137.6,3.72,ONLINE,PAID
5409507,92296908,50.8,0.76,ONLINE,PAID
5409508,92297000,169.3,4.57,ONLINE,PAID
5409511,92297071,79.9,1.2,ONLINE,PAID
5409523,92297265,198.04,2.97,ONLINE,PAID
5409524,92297267,18,0.27,ONLINE,PAID
5409528,92297362,131.7,3.56,ONLINE,PAID
5409529,92297452,478.4,7.13,ONLINE,PAID
5409536,92297554,189.5,3.79,ONLINE,PAID
5409545,92297706,224.9,4.5,ONLINE,PAID
5409548,92297746,44.9,0.67,ONLINE,PAID
5409551,92297779,67.8,1.02,ONLINE,PAID
5409554,92297863,106.8,1.6,ONLINE,PAID
5409555,92297864,196.55,5.31,ONLINE,PAID
5409560,92297906,352.45,9.52,ONLINE,PAID
5409561,92297909,127.6,1.91,ONLINE,PAID
5409563,92297912,158,2.37,ONLINE,PAID
5409565,92298007,163.2,4.41,ONLINE,PAID
5409567,92298015,40,0.6,ONLINE,PAID
5409568,92298015,28,0,VOUCHER,PAID
5409570,92298059,201.2,5.43,ONLINE,PAID
5409571,92298079,161.4,2.42,ONLINE,PAID
5409573,92298149,60.6,0.91,ONLINE,PAID
5409574,92298213,67.8,1.02,ONLINE,PAID
5409576,92298232,169.8,3.4,ONLINE,PAID
5409577,92298268,59.9,1.62,ONLINE,PAID
5409578,92298271,104.9,1.57,ONLINE,PAID
5409579,92298274,498.05,7.47,ONLINE,PAID
5409582,92293496,107.8,2.16,CREDIT,PAID
5409583,92298340,40.8,0.61,ONLINE,PAID
5409588,92298485,19.01,0,VOUCHER,PAID
5409589,92298499,45.87,0.69,ONLINE,PAID
5409591,92298510,59,0.89,ONLINE,PAID
5409592,92298510,5,0,VOUCHER,PAID
5409593,92298512,23.9,0.36,ONLINE,PAID
5409594,92298512,10,0,VOUCHER,PAID
5409597,92298518,22.8,0.34,ONLINE,PAID
5409598,92298518,10,0,VOUCHER,PAID
5409605,92298590,70.69,1.06,ONLINE,PAID
5409606,92298608,28.8,0.43,ONLINE,PAID
5409612,92298713,44.4,0.67,ONLINE,PAID
5409617,92298874,68.4,1.85,ONLINE,PAID
5409618,92298928,239.05,6.45,ONLINE,PAID
5409619,92299017,166.8,4.5,ONLINE,PAID
5409621,92299116,41.8,1.13,ONLINE,PAID
5409624,92299200,141.01,2.12,ONLINE,PAID
5409627,92299287,14.5,0.22,ONLINE,PAID
5409628,92299287,8,0,VOUCHER,PAID
5409631,92299365,96.8,2.61,ONLINE,PAID
5409632,92299366,101.4,2.74,ONLINE,PAID
5409633,92299366,10,0,VOUCHER,PAID
5409634,92299453,79.9,1.2,ONLINE,PAID
5409640,92299543,40.9,0.61,ONLINE,PAID
5409641,92299545,183.7,2.76,ONLINE,PAID
5409647,92299568,131.7,3.56,ONLINE,PAID
